"productId","productName","strategy","uiAction","initialUrl","finalUrlOrHost","networkOrFirstData","cancelOrRecovery","status","reason"
"opera-one","Opera Stable","download-page","前往官网下载 ↗","https://www.opera.com/one","https://www.opera.com/lp/download-restricted","HTTP 451; first=15687 bytes","external entry only; no login/install","BLOCKED","external network BLOCKED: configured official page returned temporary or regional HTTP failure during bounded probe"
"opera-neon","Opera Neon","login-required","登录后下载 ↗","https://www.operaneon.com/","https://www.operaneon.com/","HTTP 403; first=59 bytes","external entry only; no login/install","PASS",""
"mozilla-firefox","Mozilla Firefox","download-page","前往官网下载 ↗","https://www.firefox.com/en-US/download/windows/","https://www.firefox.com/en-US/download/windows/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"invokeai-community-edition","Invoke Community Edition","direct-artifact","install-product","https://github.com/invoke-ai/launcher/releases/download/v1.8.1/Invoke-Community-Edition-Setup-1.8.1.exe","github.com","Electron authorized first data 49125 bytes; total=104961536","paused then refresh/retry data 344055 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"upscayl-desktop","Upscayl","direct-artifact","","","","","","FAIL","catalog/artifact FAIL: download failed before first data: DOWNLOAD_FAILED 下载服务器返回 404"
"fotor-windows","Fotor","download-page","前往官网下载 ↗","https://www.fotor.com/windows/index.html","","BLOCKED: fetch failed","external entry only; no login/install","BLOCKED","external site/network probe unavailable"
"cyberlink-powerdirector","PowerDirector","download-page","前往官网下载 ↗","https://www.cyberlink.com/products/powerdirector-video-editing-software/overview_en_US.html","https://www.cyberlink.com/products/powerdirector-video-editing-software/overview_en_US.html","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"cyberlink-photodirector","PhotoDirector","download-page","前往官网下载 ↗","https://www.cyberlink.com/products/photodirector-photo-editing-software-365/features_en_AU.html","https://www.cyberlink.com/products/photodirector-photo-editing-software-365/features_en_AU.html","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"on1-photo-raw","ON1 Photo RAW","download-page","前往官网下载 ↗","https://www.on1.com/products/photo-raw/download/","https://www.on1.com/products/photo-raw/download/","HTTP 200; first=15498 bytes","external entry only; no login/install","PASS",""
"capture-one-pro","Capture One Pro","login-required","登录后下载 ↗","https://www.captureone.com/en/account/download","https://www.captureone.com/en/account/download","HTTP 403; first=892 bytes","external entry only; no login/install","PASS",""
"dxo-photolab","DxO PhotoLab","download-page","前往官网下载 ↗","https://www.dxo.com/en/dxo-photolab/","https://www.dxo.com/en/dxo-photolab/","HTTP 200; first=21 bytes","external entry only; no login/install","PASS",""
"craft-desktop","Craft","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"capacities-desktop","Capacities","download-page","前往官网下载 ↗","https://capacities.io/download-app","https://capacities.io/download-app","HTTP 200; first=552 bytes","external entry only; no login/install","PASS",""
"evernote-desktop","Evernote","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"dropbox-dash","Dropbox Dash","download-page","前往官网下载 ↗","https://help.dropbox.com/installs/download-install-dropbox-dash","","BLOCKED: fetch failed","external entry only; no login/install","BLOCKED","external site/network probe unavailable"
"tana-outliner","Tana Outliner","direct-artifact","install-product","https://assets.tana.inc/desktop/Tana-Setup-windows.exe","assets.tana.inc","Electron authorized first data 14737 bytes; total=165535784","paused then refresh/retry data 29886 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"heptabase-desktop","Heptabase","direct-artifact","install-product","https://github.com/heptameta/project-meta/releases/download/v1.101.1/Heptabase-Setup-1.101.1.exe","github.com","Electron authorized first data 15149 bytes; total=202392688","paused then refresh/retry data 1233682 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"acdsee-photo-studio-ultimate","ACDSee Photo Studio Ultimate","direct-artifact","install-product","https://dl.acdsystems.com/acdsee/en/acdsee-photo-studio-ultimate-2026-1-0-4501-win-en.exe","dl.acdsystems.com","Electron authorized first data 16947 bytes; total=607124016","paused then refresh/retry data 16947 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"vegas-pro","Vegas Pro","download-page","前往官网下载 ↗","https://vfx.borisfx.com/vegas-pro-free-trial","https://vfx.borisfx.com/vegas-pro-free-trial","HTTP 200; first=380 bytes","external entry only; no login/install","PASS",""
"zoner-studio","Zoner Studio","download-page","前往官网下载 ↗","https://www.zoner.com/en/download","https://www.zoner.com/en/download","HTTP 200; first=15888 bytes","external entry only; no login/install","PASS",""
"mylio-photos","Mylio Photos","download-page","前往官网下载 ↗","https://support.mylio.com/where-can-i-download-the-mylio-photos-software","https://support.mylio.com/where-can-i-download-the-mylio-photos-software","HTTP 200; first=13 bytes","external entry only; no login/install","PASS",""
"endnote-2025","EndNote 2025","download-page","前往官网下载 ↗","https://endnote.com/downloads/","https://endnote.com/downloads/","HTTP 200; first=1378 bytes","external entry only; no login/install","PASS",""
"taskade-workspace","Taskade","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"tldv-desktop","tl;dv Desktop","download-page","前往官网下载 ↗","https://tldv.io/desktop-app/","https://tldv.io/desktop-app/","HTTP 200; first=749 bytes","external entry only; no login/install","PASS",""
"aftershoot","Aftershoot","direct-artifact","install-product","https://download.aftershoot.com/production/x86_64-windows/AfterShoot-win-latest-2.21.3.exe","download.aftershoot.com","Electron authorized first data 15920 bytes; total=702682344","paused then refresh/retry data 16881 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"excire-foto","Excire Foto","direct-artifact","install-product","https://www.excire.com/downloads/excire-foto/ExcireFoto-4.1.6-x64.exe","www.excire.com","Electron authorized first data 16094 bytes; total=844096208","paused then refresh/retry data 32154 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"evoto-desktop","Evoto","direct-artifact","install-product","https://res.evoto.ai/package/7.3.0-502/Evoto_Setup_7.3.0-502.exe","res.evoto.ai","Electron authorized first data 16011 bytes; total=2031475472","paused then refresh/retry data 16909 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"maxqda-desktop","MAXQDA","direct-artifact","install-product","https://updates.maxqda.de/MAXQDA/MAXQDA_Setup.msi","updates.maxqda.de","Electron authorized first data 32768 bytes; total=536289280","paused then refresh/retry data 48971 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"nvivo","NVivo","download-page","前往官网下载 ↗","https://lumivero.com/resources/support/getting-started-with-nvivo/download-and-activate-nvivo/","https://community.lumivero.com/s/article/NVR1Mac-Content-about-nvivo-activate-license?language=en_US","HTTP 200; first=13359 bytes","external entry only; no login/install","PASS",""
"atlas-ti","ATLAS.ti","download-page","前往官网下载 ↗","https://atlasti.com/atlas-ti-desktop","https://atlasti.com/atlas-ti-desktop","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"citavi","Citavi 7","download-page","前往官网下载 ↗","https://www1.citavi.com/sub/manual7/en/using_msi_assistant.html","https://www1.citavi.com/sub/manual7/en/using_msi_assistant.html","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"wrike-desktop","Wrike Desktop App","download-page","前往官网下载 ↗","https://www.wrike.com/apps/mobile-and-desktop/desktop-app/","https://www.wrike.com/apps/mobile-and-desktop/desktop-app/","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"motion-desktop","Motion","direct-artifact","install-product","https://github.com/usemotion/desktopapp/releases/download/0.117.0/motion-0.117.0.x64.msix","github.com","Electron authorized first data 78960 bytes; total=194108530","paused then refresh/retry data 1789031 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"camtasia","Camtasia","login-required","登录后下载 ↗","https://www.techsmith.com/download/camtasia/","https://www.techsmith.com/download/camtasia/","HTTP 200; first=1446 bytes","external entry only; no login/install","PASS",""
"snagit","Snagit 2026","download-page","前往官网下载 ↗","https://www.techsmith.com/snagit/","https://www.techsmith.com/snagit/","HTTP 200; first=120 bytes","external entry only; no login/install","PASS",""
"audiate","Camtasia Audiate","direct-artifact","install-product","https://cdn-audiate.cloud.techsmith.com/audiate/latest/Audiate.exe","cdn-audiate.cloud.techsmith.com","Electron authorized first data 15862 bytes; total=174878840","paused then refresh/retry data 31705 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"knime-analytics-platform","KNIME Analytics Platform","download-page","前往官网下载 ↗","https://www.knime.com/get-started","https://www.knime.com/get-started","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"dbeaver-pro","DBeaver PRO","download-page","前往官网下载 ↗","https://dbeaver.com/download/","https://dbeaver.com/download/","HTTP 200; first=16076 bytes","external entry only; no login/install","PASS",""
"alteryx-designer","Alteryx Designer","manual-selector","选择版本下载 ↗","https://help.alteryx.com/current/en/designer/what-s-new-in-designer.html","https://help.alteryx.com/current/en/designer/what-s-new-in-designer.html","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"gitkraken-desktop","GitKraken","download-page","前往官网下载 ↗","https://www.gitkraken.com/download","https://www.gitkraken.com/download","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"termius-desktop","Termius","download-page","前往官网下载 ↗","https://termius.com/download/windows","https://termius.com/download/windows","HTTP 206; first=1 bytes","external entry only; no login/install","PASS",""
"lens-desktop","Lens","download-page","前往官网下载 ↗","https://k8slens.dev/download","https://lenshq.io/download","HTTP 200; first=1446 bytes","external entry only; no login/install","PASS",""
"nero-ai-photo-tagger","Nero AI Photo Tagger","download-page","前往官网下载 ↗","https://www.nero.com/eng/downloads/","https://www.nero.com/eng/downloads/","HTTP 200; first=14844 bytes","external entry only; no login/install","PASS",""
"nero-ai-image-upscaler","Nero AI Image Upscaler","download-page","前往官网下载 ↗","https://www.nero.com/eng/downloads/","https://www.nero.com/eng/downloads/","HTTP 200; first=15036 bytes","external entry only; no login/install","PASS",""
"nero-ai-video-upscaler","Nero AI Video Upscaler","download-page","前往官网下载 ↗","https://www.nero.com/eng/downloads/","https://www.nero.com/eng/downloads/","HTTP 200; first=15028 bytes","external entry only; no login/install","PASS",""
"hitpaw-vikpea","HitPaw VikPea","direct-artifact","install-product","https://download.hitpaw.com/downloads/hitpaw-vikpea_4781.exe","download.hitpaw.com","Electron authorized first data 27305 bytes; total=3051576","paused then refresh/retry data 42977 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"hitpaw-fotorpea","HitPaw FotorPea","direct-artifact","install-product","https://download.hitpaw.com/downloads/hitpaw-vikpea_4781.exe","download.hitpaw.com","Electron authorized first data 12956 bytes; total=3051576","paused then refresh/retry data 47763 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"hitpaw-voicepea","HitPaw VoicePea","direct-artifact","install-product","https://download.hitpaw.com/downloads/hitpaw-vikpea_4781.exe","download.hitpaw.com","Electron authorized first data 17770 bytes; total=3051576","paused then refresh/retry data 30691 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"hitpaw-edimakor","HitPaw Edimakor","direct-artifact","install-product","https://download.hitpaw.com/downloads/hitpaw-vikpea_4781.exe","download.hitpaw.com","Electron authorized first data 14338 bytes; total=3051576","paused then refresh/retry data 25899 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
"portraitpro","PortraitPro","manual-selector","选择版本下载 ↗","https://www.anthropics.com/portraitpro/download/","https://www.anthropics.com/portraitpro/download/","HTTP 200; first=7756 bytes","external entry only; no login/install","PASS",""
"izotope-rx","iZotope RX","download-page","前往官网下载 ↗","https://www.izotope.com/en/products/downloads.html","https://www.izotope.com/pages/product-downloads","HTTP 200; first=593 bytes","external entry only; no login/install","PASS",""
"steinberg-spectralayers","SpectraLayers","download-page","前往官网下载 ↗","https://www.steinberg.net/spectralayers/","https://www.steinberg.net/spectralayers/","HTTP 200; first=14831 bytes","external entry only; no login/install","PASS",""
"supernormal-desktop","Supernormal","download-page","前往官网下载 ↗","https://help.supernormal.com/en/articles/11801191-download-the-app-for-your-system","https://help.supernormal.com/en/articles/11801191-download-the-app-for-your-system","HTTP 200; first=364 bytes","external entry only; no login/install","PASS",""
"meetgeek-desktop","MeetGeek Desktop","download-page","前往官网下载 ↗","https://meetgeek.ai/desktop-app","https://meetgeek.ai/desktop-app","HTTP 200; first=1201 bytes","external entry only; no login/install","PASS",""
"fellow-desktop","Fellow","login-required","登录后下载 ↗","https://fellow.app/download","https://fellow.ai/download","HTTP 403; first=586 bytes","external entry only; no login/install","PASS",""
"teamviewer-remote-ai","TeamViewer","direct-artifact","","","","","","FAIL","client FAIL: one-click download control is missing"
"open-interpreter-desktop","Open Interpreter Desktop","download-page","前往官网下载 ↗","https://www.openinterpreter.com/desktop","https://www.openinterpreter.com/desktop","HTTP 200; first=1 bytes","external entry only; no login/install","PASS",""
"factory-droids","Factory","download-page","前往官网下载 ↗","https://factory.ai/product/desktop","https://factory.ai/product/desktop","HTTP 200; first=1 bytes","external entry only; no login/install","PASS",""
"letta-agent","Letta","direct-artifact","install-product","https://download.letta.com/windows/nsis/x64","download.letta.com","Electron authorized first data 5467 bytes; total=160012392","paused then refresh/retry data 166401 bytes; native discard confirmation BLOCKED (manual dialog)","BLOCKED","native discard confirmation requires a real Windows user decision; automation did not auto-accept it"
